Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Mannen på balkongen,1993,,Crime Drama Mystery Thriller ,,,,"A serial-killer attacks and murders young girls in the public parks of Stockholm. The police has trouble finding any evidence to find the killer. But when a newsstand is robbed in one of the parks while the murderer strikes again, police inspector Martin Beck believes that the robber may be an important witness.",martin beck character dead children murder of a child serial child killer stockholm sweden 16 more ,73
The Earth's Most Beloved Son,1993,,Drama ,,,,"The film is an adaptation of a novel by Marin Preda, a controversial novelist who died during the Communist rule soon after the book was published. It tells the story of an intellectual, professor of philosophy whose life is crushed after he is imprisoned on false accusations at the end of the Stalinist era. Basically the first part of the film tells the story of his fight for survival in prison, the second describes his tentative to regain his life after being released. His release is actually only apparent, Romania of the 60s asks from him different types of compromises and crimes, but yet his fight for survival is as tough morally as in prison.",rape and revenge rape and murder prison rape homosexual rape anal rape 10 more ,201
Abraham's Valley,1993,,Drama ,,,,"Ema is a very attractive but innocent girl, so pretty that cars crash in her presence. Young marries Dr. Carlo Paiva, who she is not attracted to, but is her father's friend. They move to the Valley of Abraham. Carlo loves her, but decides to sleep in a separate room, to avoid waking Ema when he has to return late at night. With time she begins to feel unhappy about her marriage so, with all the freedom she has, she takes a lover.",voice over narration rose femme fatale doctor based on novel ,187
Temptation of a Monk,1993,,Adventure Drama Romance Action ,,,,"Near the beginning of the Tang dynasty, in 7th century China, General Shi Yan-sheng is tricked into leaving the crown prince unguarded. The crown prince is murdered by one of his brothers who then becomes emperor. Shi retreats to a monastery, perhaps to hide, perhaps to plan a coup. When his loyal troops as well as the princess he desires are slain, he seeks refuge in a remote, abandoned monastery where an aged abbot schools him with practical, earthy teachings. The emperor's forces pursue Shi: first a woman, then a general seek to overpower him with lust and might. Over the course of the film, the reds of battle give way to blues of meditation.",monastery general princess seduction buddhist nun 61 more ,145
Butterfly and Sword,1993,Not Rated,Action Adventure Fantasy Romance ,,,,Dynamo Michelle Yeoh stars as a loyalist who attempts to keep the King's empire from being overthrown by a revolutionary group.,chinese china wuxia stabbed to death tragedy 66 more ,142
Brandbilen som försvann,1993,,Crime Drama Thriller ,,,,A routine mission ends up in a flaming inferno when a house suddenly explodes. It looks like a spectacular suicide attempt but the technical investigation reveals unexpected evidence. Beck and his men are soon on the tracks of a narcotic syndicate...,martin beck character reference to sherlock holmes reference to frankenstein stabbing bomb 12 more ,63
Storia di una capinera,1993,,Drama ,,,,"Catania, Sicily, 1854. An epidemic of cholera is hitting the region. 16-year old novice Maria leaves her convent and returns home to avoid the plague. Her stepmother and her half-sisters prevent her to live the normal life of a young girl. In their minds, Maria is the promised ""bride of God"" and a regular life is inappropriate for her. Nevertheless, she falls in love with a neighbor, Nino. Her freedom ends abruptly when she is forced to return to the convent.",love convent nun novice cholera 19 more ,124
Stolen Spring,1993,Not Rated,Drama ,,,,"At their 25th high-school anniversary some bourgeois citizens remember their time in school as a happy one. In reality it was quite the contrary. The school was a madhouse in which the teachers, especially Blomme, tormented the students. As a result one of them became a murderer.",murder based on novel teenage boy schoolteacher high school 16 more ,152
Akasmika,1993,,Action Crime Thriller ,,,,A police officer investigates a prostitution racket.,interfaith marriage police officer prostitute death of wife pimp 13 more ,182
Un crime,1993,,Drama Crime ,,,,"A young man,Frédéric,is accused of a double murder :his own parents .Thanks to his brilliant lawyer,Maître Dunand ,he is acquitted .But ,shortly afterwards, the arrogant boy tells his counsel that he was actually guilty.Does he tell the truth or does he lie? In Frédéric's luxury mansion in Lyon town ,begins a long night during which terrible secrets are revealed .",shower male nudity male frontal nudity male objectification death 19 more ,92
Ohikkoshi,1993,,Drama ,,,,"Renko, a girl in the sixth grade, is at first unperturbed by her parents' decision to separate. With the companionship of her boyfriend, Minoru, and Sally, a classmate in the same boat, Renko gradually realises the practical implications of divorce, and tries repeatedly to get her parents to reconcile. An old man teaches her about the need to forget the past...",divorce long take teenager based on novel ,125
Akvaariorakkaus,1993,,Drama ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">FIM 5,657,747 (estimated)</span></li></ul></div></li",Non,Non,"Waitress Saara meets handsome journalist Joni, and soon moves in to live with him. Joni tries his best to satisfy Saara sexually but, disturbed by violent lesbian fantasies, she is unable to experience orgasm. Trying to cope with the situation, Saara has another brief affair back in her old home town.",male frontal nudity pubic hair male pubic hair male full frontal nudity finland 35 more ,153
A Warrior's Tragedy,1993,,Action Drama Mystery ,,,,Adventures of a silent halting swordsman and a bright open-minded swordsman in a frontier town.,based on novel ,152
The Mystery of Edwin Drood,1993,,Drama Mystery ,,,,An opium-addicted choirmaster develops an obsession for a beautiful young girl and will not stop short of murder in order to have her.,psychotronic film based on unfinished work based on novel independent film character name in title ,85
Oeroeg,1993,,Drama ,,,,"Johan Ten Berghe joins the Dutch army when the Dutch East Indies unilaterally declare independence as Indonesia. He initiates his naive driver Twan in life in the East, having grown up there as son of colonial official Hendrik, now missing. Their adventures intertwine with Johan's childhood memories, especially concerning his native best friend, Oeroeg, who joined the rebellion, as well as their nanny and later de facto stepmother. Conflicting loyalties become tangible in extreme situations.",loyalty male bonding based on novel postcolonialism public nudity 9 more ,64
Lotta 2 - Lotta flyttar hemifrån,1993,,Comedy Family ,,,,"A feisty five-year-old girl Lotta decides to move away from home. And no, she doesn't want to put on the stupid sweater.",eastern europe f rated episodic structure runaway sequel 2 more ,92
Me and the Kid,1993,PG,Comedy Crime Drama Family ,Non,"60,473",Non,"Two ex-cons, Harry (Aiello) and Roy (Pantoliano) execute a robbery they think will net them $250k. When they find the safe empty, Roy, decides to kidnap Gary, the eight year old son of their victims. Gary's hypochondriac mother has told the boy he is allergic to everything, keeping the lad from having a pet, going anywhere or doing anything. The boy is even home schooled and therefore has no friends his own age. When frustrated Roy wants to hurt and later kill the boy, Harry protects and then runs off with the kid leaving Roy tied up. Naturally Roy is angry, and being rather psychotic, he comes after Harry for revenge. Meanwhile, Gary has formed a strong attachment to Harry and the two have a wild adventure and wind up hiding out at a motel owned by a former sixties flower child. She falls for Harry and wants to help him escape the law. Then trouble starts from two directions and Harry must make a difficult choice about the future - both his and young Gary's.",kidnapper kidnapped relationship family relationships brooklyn bridge puppy police 11 more ,103
The Beginning and the End,1993,,Drama ,,,,"The film tells the story of the Boteros, a middle-class Mexican family struggling against poverty after their father's death. Ignacia (Egurrola) is the Boteros mother, a desperate woman who chooses to sacrifice the destiny of her three older children, in order to protect Gabriel (Laguardia) the youngest one. She believes Gabriel will climb the social structure and bring back the lost fortune to the family. But destiny has other plans for the Boteros and tragedy will overcome eventually. Based on the novel of Nobel Prize winner Naguib Mahfouz.",poverty family relationships social climber melodrama based on novel ,188
The Padma Boatman,1993,Not Rated,Drama ,,,,"Hossain is a Bengali Muslim with an idealistic vision: he wants to establish a little utopia on an island in the Padma delta. He doesn't care if the people who populate it are Hindu or Muslim. It is 1947, just before the partition of India, and the Hindu fisherman Kuber briefly accepts an offer by Hossain to ferry some of the community's cargo from the island. He would be fishing, except that all the fish he usually catches have been driven away by a big storm. In the process of getting the cargo, he gets to see what the colony is like and, even though he is fully aware of the gripes of a former colony member and the limitations of it, comes to share some of the Utopia vision. When he returns to his home and a variety of unfortunate events make it in his best interest to leave, he knows just where to go.",based on novel ,126
Telegrafisten,1993,,Comedy Drama ,,,,"Mack is the most important man in a little society in North Western Norway around 1900. Telegrapher Rolandsen is a smart, funny and charming the ladies, even Mack's daughter.",husband wife relationship adulterous wife telegraph operator business nudity 12 more ,84
Der Fall Lucona,1993,,Drama ,,,,"In 1977, the cargo ship Lucona founders in the Indian ocean while under contract to Viennese businessman Rudi Waltz (David Suchet). When Waltz tries to collect an insurance fee of a whopping $20m, he sets off one of the biggest scandals in post-war Austria. Journalist Strasser (Jürgen Proch-now) investigates the flamboyant entrepreneur who is convinced his many high-level political contacts make him untouchable.",based on novel ,115
The Little Apocalypse,1993,,Comedy ,,,,"An unknown Polish writer can't publish his novels, so his ex-wife decides to help him and get some of the profit for herself. She finally finds a publisher, but there's a strange single condition that could cost the writer his life.",vatican suicide communism based on novel ,65
Coo: Come from a Distant Ocean Coo,1993,,Animation Action Family Fantasy Sci-Fi ,,,,,based on novel ,
Daphnis and Chloe,1993,,Romance ,,,,"Two children, a boy and a girl, are each abandoned by their parents and left alone on a mountainside. The boy is found and adopted by a goat herder, Lamon who names him ""Dafnis"". The girl is found and taken in by a shepherd, Dryas who names her ""Khloya"". They both live in the same village and grow up to be attractive adolescents. One day, Dafnis sees Khloya swimming naked in the sea and becomes physically attracted to her.",female full frontal nudity female full rear nudity male full frontal nudity male full rear nudity female pubic hair 20 more ,114
Eight Hundred Leagues Down the Amazon,1993,PG-13,Action Adventure ,,,,"Outlaw Joam Garral makes a clandestine journey down the crocodile and piranha infested Amazon river to attend his daughter's marriage. Not only must he brave the dangers of the Amazonian jungles, but also the bounty hunter hot on his trail.",based on novel independent film ,112
La guagua aérea,1993,,Comedy Drama ,,,,Ten Puerto Ricans looking for a better life take an airplane trip to New York during 1960's.,based on novel ,62
Drug-Taking and the Arts,1993,,Documentary Drama ,,,,"How drugs have influenced artistic production in the course of the last 200 years, focusing on major European and American literary figures and visual artists.",hallucination magic mushroom opium hashish poetry 8 more ,122
To the Starry Island,1993,,Drama Fantasy ,,,,"Moon Chae-Ku and his friend Kim Chul try to bring the body of Moon's father back to his native Kwisong Island for burial. Their ferry is intercepted by resentful islanders who will not let the boat dock, because of the father's political activities in the 1950's, informing on Communist sympathizers. Kim Chul, through flashbacks, recalls people and events from his island childhood.",childhood ambition dream anti communist based on novel ,84
Záhada hlavolamu,1993,,Family ,,,,,1930s puzzle based on novel ,133
Sweet Killing,1993,R,Comedy Crime Drama ,,,,A business man decides to kill his wife but the plan sets off a chain of weird events that cause his life to become a living hell.,husband murders wife suspense sex police policeman 22 more ,132
The Assassin,1993,,Action ,,,,"A poor farmer who loves a woman he is forbidden to associate with becomes a hardened mercenary, and is hired by a local warlord as a professional assassin. Years later, he runs into his old love and begins to question his violent past.",assassin torture brutality monk massacre 33 more ,141
De blå ulvene,1993,,Action Crime Drama Mystery ,,,,"Maskerte ungdommer gjør er raid mot en av Oslos pelsbutikker og etterlater seg slagord mot salg av pels. Da de flykter blir en kvinne skadd. Det viser seg å være moren til Proffen. Senere mottar hun en blomsterbukett med en undskyldning, undertegnet ""De Blå Ulvene"". Samme dag har faren til Pelle en utstilling. Pelle legger merke til at Fatter oppsøkes av en vakker ung dame. Like etter stikke fatter av til København med den unge kvinnen. Spørsmålene står i kø for både Pelle og Proffen før de bestemmer seg for å undersøke hva som ligger bak.",vernissage tagging singer multiple cameos mulatto 43 more ,113
Krücke,1993,,Drama ,,,,"Losing his mother to WW2, 13-year-old Tom visits his aunt but finds her missing. Not knowing what to do, he is befriended by Krücke, a one-legged war veteran, and finds shelter with a Jewish woman who sells alcohol to the Allied soldiers.",based on novel ,143
Look to the Sky,1993,,Drama ,,,,"In 1942, in Amsterdam, the three year-old boy Jonah, his father and his mother are deported by the Germans to a concentration camp. Along the years, Jonah (Jenner Del Vecchio) grows up protected and oriented by his mother since his father was sent to another camp and has passed away.",sickness madness jewish holocaust starving to death 18 more ,64
Tirano Banderas,1993,,Drama ,,,,"In Santa Fe de Tierra Firme, an imaginary Latin American country, the indigenous dictator Santos Banderas rules with an iron fist. A group of rebels trying to seize power by force while some liberals try a change of government legally.",revolution dictator tyrant based on novel ,73
Hidden Fears,1993,R,Thriller ,,,,"Several years after her husband's murder, a haunted widow approaches the police with new evidence. Unfortunately the perpetrators discover that the case is re-opened, and they set out to kill the eyewitnesses and the widow herself.",based on novel independent film ,63
À la mode,1993,R,Comedy ,Non,"236,090",Non,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, and falls in love with Tonie, the mechanic's daughter. He starts making outrageous suits for publicity and, after dressing Tonie, decides that he wants to be a famous couturier.",cigarette smoking jew money one word title orphanage 4 more ,82
Amerikali,1993,,Comedy ,,,,"An expatriate with no aptitude on nothing except professional ruse and fraud returns to his native country decades later, only to find what he longs for has remained in days of yore. So he aims to reconstruct it by use of his sole aptitude.",spoof based on novel ,132
Angel of Mercy,1993,,Romance War Drama ,,,,"The story about events during the First World War. The wife of an officer of the Austrian army decides to surprise her husband and to visit him in his unit at Christmas time. She is disappointed to find only a cruel soldier. Fate makes her be present at the time when he is suffering from pain and slowly dying. She asks a therapeutic, a prisoner in a near-by camp, to rid her husband of his pain.",male female relationship love widow tragic event escape 26 more ,113
Sort høst,1993,,Drama ,,,,"This picture reveals Denmark at the second half of the 19th century in the way the literature of that period (the so called critical realism) does. Aristocratic family bears the brunt of the tyranny of its head, Nils Uldahl-Ege. Once madly in love with his wife he betrays her giving way to his primitive lust. From that moment on, life of the whole family increasingly becomes intolerable due to Niles's numerous adulteries and outbursts of sudden anger. One of the daughters, Clara writes a secret diary devoted to her unshared love, her cousin Isidor, where she reflects upon her life, her girlish desires and sufferings.",color in title period piece based on novel ,122
Blackfellas,1993,,Drama ,,,,An Aboriginal man is caught between his allegiance to his people and his aspirations to escape the cycle of self-destructive behaviour.,based on novel independent film ,113
The Punk,1993,,Drama ,,,,"A London street kid falls in love with a rich girl but their romance is frowned upon by their parents and peers. When he kills a man in self-defense, he goes on the run from his policeman father, while she tries to find him first.",teenage love reference to shakespeare's romeo and juliet based on novel independent film ,123
The Little Blonde Dead,1993,,Drama ,,,,"Poet Valentijn comes in contact with his former teacher Mieke. After a brief relationship Valentijn leaves her. But when he later gets to know his son, a bond develops between the two.",brain tumor father son relationship based on novel photograph telephone booth 27 more ,113
L'enfant lion,1993,,Family ,Non,Non,"3,218","Set in the past, follows young African boy who uses his friends, the wild animals, to defend his village from Arab slave traders.",wildlife tuareg bedouin animal human communication human animal relationship 32 more ,122
Kölcsönkapott idö,1993,,Crime Drama ,,,,,based on novel ,114
Vals licht,1993,,Drama ,,,,"A young student is intrigued by a prostitute who works in the red light district, then falls in love with her. A relationship that's much harder to maintain than he thought.",prostitution girl next door female nudity topless female nudity student 2 more ,63
Tierno verano de lujurias y azoteas,1993,,Comedy Romance ,,,,"A youngster recently arrived to Spain from Russia falls in love with his own cousin who is an astonishingly beautiful actress and, besides, much older than him.",male frontal nudity male nudity male rear nudity female frontal nudity female nudity 1 more ,73
Laughter of the Water Margins,1993,,Comedy ,,,,"Ruffian Wu Song is on the way to Yanggu County to see his elder brother. He deceives for eating and drinking when getting by Jingyang Hill and then kills a tiger in drunk by accident. People surround and take him back to Yanggu County, and the magistrate names him as head constable. Wu's brother and his wife Pan are planning to make money from silly rich Ximen by cheating. They have to conceal the plan from Wu Song.",cult film cantonese opera verbal duel vaudeville spoof 3 more ,102
Nemuranai machi - Shinjuku same,1993,,Action Crime Drama Thriller ,,,,,bare chested male bare chested male bondage torture shirt police 5 more ,135
Rail of the Star,1993,,Animation Biography Drama History ,,,,"A young Japanese actress remembers her war childhood in Korea. Her father goes to fight, her baby sister Miko dies of typhoid, her beloved Korean maid Ohana is fired due to a mistake which could cost Chiko her life... By and by Chiko realizes that the country is being ruled by the Japanese and the Koreans are persecuted. When the war ends, the Koreans chase the Japanese rule and the roles change. Now Chiko's family is unwanted. But then the Russians come and this is the end. They have to burn all the pictures to avoid all suspicions... even Miko's picture. But when the Russians come to their house, they decide to flee over the 38th Parallel towards freedom. A group of men, women, children struggles along the mountains, led by the light of the Northern Star. Along the way they meet a Korean man, who is willing to help them to escape the Russian soldiers although his family was killed by the Japanese.",japanese woman japan year 1940 korea year 1941 22 more ,151
Navodneniye,1993,,Crime Drama Mystery Romance ,,,,"This is 1920: Sophia and Trofim Ivanytch have been living on Vassilievski Island, which is part of Petrograd, for thirteen years. In their house, which looks like a ship wreck, the atmosphere is gloomy. Sophia cannot have children and she is aware that, because of that, she is likely to lose her husband. That is why, when their neighbor dies, she asks Trofim to take in Ganka, his orphaned thirteen-year-old daughter. Trofim agrees and their new life begins...",sex scene saint petersburg russia 1920s teenage girl stepmother stepdaughter relationship 21 more ,153
L'oeil écarlate,1993,,Crime Thriller ,,,,,peeping female nudity based on novel ,
Ein Mann für jede Tonart,1993,,Comedy Romance ,,,,,male rear nudity champagne perfume bare foot sex scene 3 more ,83
Justiz,1993,,Drama ,,,,"Senator Isaak Kohler shoots and kills Professor Winter in a crowded restaurant, while Winter is dining with the struggling idealistic young lawyer, Felix Spat. Kohler puts up no defense and is sentenced to twenty years. Kohler then gets his daughter Helene to pay the reluctant Spat to reinvestigate the case, on the assumption that Kohler is innocent. The newspapers pick up on this and begin to question whether Kohler was wrongly convicted.",female nudity full frontal female nudity based on novel ,124
Say a Little Prayer,1993,,Drama ,,,,"Seymour is a loner. A small, shy, introverted eleven year old whose parents are separated. By chance Seymour meets the beautiful, effervescent but drug-addicted Angie, who is also lonely and trapped in her own unhappy world. The relationship that develops offers strength to them both and through the highs and lows of a long hot summer they gradually learn to face the truth about each other and themselves.",drugs based on novel independent film ,113
Kyôso tanjô,1993,,Comedy ,,,,"A young man, Kazuo, joins a new cult religion even though he sees through the initial recruitment pretense, and participating in the activities of a new social phenomenon, some of whose members genuinely believe in the principles and practice as preached, while others have more Machiavellian motives.",based on novel ,113
"Funes, un gran amor",1993,,Drama ,,,,"A group of musicians, prostitutes, gamblers, and laborers, react to the arrival of a tango pianist at a saloon.",tango sex saloon prostitution mafia 5 more ,65
Dama de noche,1993,,Drama Mystery Romance Thriller ,,,,,f rated older man younger woman relationship older husband novelist murder 23 more ,84
De frigjorte,1993,,Comedy Drama ,,,,"The early 1990's: 300,000 Danes are out of work. Viggo, a machinist with two grown children, is silent about feelings, scared he'll lose his job, loud about the value of trade unionism, interested in his pet fish, and argumentative at dinner. His wife Oda puts up with his moods and works on family genealogy. When Viggo is laid off, he becomes a fish out of water, hardly looking for work, starting a garden, and taking up with Karen, a polished but unhappy widow. He lies to his wife about a union training and goes to Mallorca with Karen. When she stops the affair, Viggo ends up in a psychiatric ward and must figure out what's really important in his life and in his character.",male frontal nudity male nudity based on novel ,133
Mizu no tabibito: Samurai kizzu,1993,,Adventure ,,,,"A special effects filled fantasy adventure, in which an 8 year old boy encounters an ancient samurai warrior who is only six inches tall.",based on novel ,124
Predskazaniye,1993,,Mystery Romance Thriller ,,,,"A popular middle-aged writer is warned by a fortuneteller that strange things are about to happen to him. He then meets a man, who claims to be him. The writer uses this bizarre situation to change his life and take revenge.",writer revenge middle aged prophecy doppelganger 5 more ,155
Fei hu wai zhuan,1993,,Action Drama ,,,,"A swordsman learns about love and life when he falls for one woman and another girl falls for him. Meanwhile, he and the one he is in love with must fight an evil warlord bent on corruption.",wuxia martial arts fighting based on novel ,75
Bullshit,1993,,Biography Drama ,,,,"Adana, a big city in Southern Turkey, 1949. Muzo, a young man, is experiencing a terrible heartache. He is in love but his love is baffled. He will finish his studies in five or six years and wanted to marry the girl he loves only then, when he was a ""big man"", worthy of her. But the young lady's father did not agree. He preferred any son-in-law rather than a well-read one like Muzo much later. And now that the wedding procession of the girl who will never be his passes him, Muzo remembers his childhood...",based on novel ,112
La fine è nota,1993,,Thriller ,,,,Young lawyer Bernardo returns home to discover that a man has committed suicide by jumping through a window of his house. His wife Maria says that she admitted the unknown man because he said that the lawyer was the only one who could help him. Bernardo starts to investigate about the man and the reasons for his suicide.,f rated based on novel ,133
Hwaomkyung,1993,,Drama ,,,,"Seon-jae, a teenage boy mourns the death of his father, and begins a quest to find his mother who abandoned him as a baby. He encounters many people on the way who quote Buddhist precepts: an eccentric monk, a girl who grows up into a young woman, a prison inmate, a foul-mouthed doctor and the young son of a hard drinking astronomer. Each of them tell the boy to seek someone to help him find the truth and his mother.",buddhist based on novel ,181
Horror Story,1993,,Adventure Comedy Fantasy Horror ,,,,"The film is based on the book of the same title (A Sanguinary Novel) by the very individual Czech painter, typographer, author and philosopher Josef Vachal, who squeezed adventure, love, horror and other parallel episodes into, what is called, decadent reading for maids. It takes you through the history of the cinema, from silent films, to the beginning of sound and up to the very present.",campy parody spoof czech parody czech spoof 58 more ,153
O Fio do Horizonte,1993,,Drama Mystery Thriller ,,,,"Spino, a 50-year-old pathologist, works at the city morgue. One night, he receives the unidentified body of a murdered young man to perform the autopsy. But Spino seems to recognize the body... himself, 30 years younger. He decides to start his own investigation leading him to a labyrinth of dead-ends.",pathologist autopsy morgue full frontal female nudity female nudity 3 more ,73
Härifrån till Kim,1993,,Drama Romance ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">SEK 9,200,000 (estimated)</span></li></ul></div></li",Non,Non,"Per dreams of becoming a musician. He moves to Stockholm and starts in a music high school. In the beginning there could be nothing better, more cool, than to live in Stockholm, compared to the small city, Flen, which he has left. He falls madly in love with a girl at the same school, Kim. She is so beautiful but Per doesn't know how to make contact with her, or even if she is interested.",eastern europe love mad love teenager music school 1 more ,104
Fray Bartolomé de las Casas,1993,,Drama ,,,,,based on novel ,127
Leon's Husband,1993,,,,,,,based on novel character name in title ,94
Black Box,1993,,Drama Romance ,,,,Based on a novel by Amos Oz..,based on novel ,113
Piekna nieznajoma,1993,,Adventure ,,,,"Strangers on a train. Late in 1916, a brave and idealistic Russian officer in his 20s comes to his superiors' attention when he stands up to Rasputin at a nightclub. He's asked to carry important papers from Petersburg to Stockholm by train in the dead of winter, a dangerous mission. The first-class carriage may be full of spies, and soon after the train embarks, the man in the next compartment searches Obozow's luggage. A beautiful stranger approaches him, a woman older than he, on a concert tour; a game of cat and mouse ensues with patriotism and emotion sometimes on opposite sides. Can Obozow consummate the affair, reach Stockholm, and maintain his ideals?",based on novel ,63
Married Life,1993,,Comedy Crime Drama ,,,,"Jacqueline (Bonilla) and Nicolas (Echanove) are so in love that they decide to get married ""until death takes them apart"". When love dies and infidelity takes its place, Jacqueline decides there's no time to fulfill the promise of their votes. She begins to plot her husband's murder, but destiny is committed to surprise her in many ways.",sex comedy murder black comedy marriage based on novel ,113
Høyere enn himmelen,1993,,Drama Family ,,,,"Based upon the novel by Klaus Hagerup, we follow the grumpy 12 year old Mari, without any friends, not at all content with her body or her family. Interesingly enough, quite like her grumpy teacher, actually.",friend school teaching based on novel ,63
Hoffman's honger,1993,,Drama ,,,,"Felix Hoffman, a Dutch ambassador in Prague always on the lookout for things to fill both his belly and his mind with, falls for a beautiful Czech spy during a lecture of the famous philosopher Baruch Spinoza.",tv mini series flashback spy political drama insomnia 1 more ,263
Tsuki wa dotchi ni dete iru,1993,,Comedy ,Non,Non,"6,616",Story of everyday life and romance of a taxi driver who is a Korean resident in Japan.,based on novel ,154
Den russiske sangerinde,1993,,Romance Thriller ,,,,"Two women are found dead in one Moscow apartment. Since one of them was a secretary in the Danish embassy, diplomat Jack Anderson is assigned to observe the investigation. While the Russian authorities want to portray the tragedy as an accident and quickly shut the case, Anderson is becoming convinced that the women were murdered and that a powerful general was responsible.",investigation embassy moscow russia male female relationship singer 4 more ,155
Coitado do Jorge,1993,,Drama ,,,,"One night Jorge will meet with a Japanese industrialist, who will allow him to abandon his teaching position and resume his chemical work. However, when he gets home he finds a person there.",female nudity male nudity nudity film within a film porno photograph 26 more ,65
"Justinien Trouvé, ou le bâtard de Dieu",1993,,Drama History ,,,,"Young Justinien, aka Cyrano-Nose-The-Less, born in 1683, leaves his adoptive parents to join a monastery, only to live a series of misadventures through which he will learn the secrets of his birth.",based on novel ,124
Trip nach Tunis,1993,,Crime ,,,,,place name in title foreign language adaptation based on novel independent film ,143
Yume no onna,1993,,Drama ,,,,,based on novel ,143
The Little Dolphins,1993,,Comedy Drama Family ,,,,"Set in the period between the two world wars in a seaside village in the bay of Amvrakikos. Two children, Petros (8 years old) and Anthoula (7 years old) spend their summer holidays. During a walk they discover in an isolated shack a boy who lives with his mother. He is rejected by the community because of tuberculosis. Petros and Anthoula become friends with the boy. They encounter the cruelty of the adults and they decide to resist.",love greece greek hellas hellenic 13 more ,143
Gladiator po naymu,1993,,Action ,,,,"""Gladiator for Rent"" is a detective/crime drama based on the novel ""The Case of the Velvet Claws"" by Erle Stanley Gardner. The owner of the private detective agency Ilya Mirsky receives a tempting offer from the wife of media mogul Yeva Lukachyova - he should not allow the leak of compromising information, which would deprive Yeva of her multimillion-dollar inheritance. Deciding to take the case, Ilya could have hardly imagined that he would have to face a whole series of sophisticated murder, and that the result would be in the danger of his own life.",foreign language adaptation based on novel ,132
Der Kinoerzähler,1993,,Drama ,,,,"Germany in the Thirties. A movie teller realizes that his profession is not longer needed. Silent movies are not produced any longer. Telling stories is the only thing the man was ever good in, so he does not know what to do now. As political circumstances are changing dramatically these days in Germany, he gets new hope that things will again be going better for him...",1930s based on novel ,143
Coma,1993,,Drama Thriller ,,,,"Victim of a train accident, a man regains consciousness in the house of the woman who shared his compartment.",based on novel ,112
Amok,1993,,Comedy Drama ,,,,,one word title based on novel ,63
Rosenemil,1993,,Romance ,,,,"The ex-gymnast and survival artist Emil (Werner Stocker) falls in love with the prostitute Lissy (Dana Vávrová). Through her he meets some criminals whom he can help thanks to his gymnastic skills. But on his rise in the criminal hierarchy, Lissy might fall by the wayside.",based on novel ,63
Gekko no natsu,1993,,,,,,A fictional film that is nonetheless inspired by an account of two Japanese soon-to-be kamikaze pilots has the two stop by a local school near their base one last time to play the piano before they proceed on their suicide mission against the attacking American forces. It is May 1945 and they play Beethoven's Sonata Number 14 otherwise known as Moonlight Sonata. The teacher is impressed and years later seeks out the relatives of the pilots as the piano is old and about to be discarded.,japanese woman kamikaze japanese military world war two piano 8 more ,
La nuit sacrée,1993,,Drama ,,,,"A rich Moroccan who belongs to the better circles has seven daughters. Whatever happens, the eighth offspring must be a son. It is a girl again, but she is given a male name, Ahmed and grows up like a boy. When Ahmed is 21, he is in an identity crisis: he wants to shave, leave a mustache and take his niece to wife. In the meantime, Ahmed's father is dying and wants to sail to heaven. He calls to Ahmed and calls her a female name Zahra and gives her freedom so that she can go out.",melodrama morocco 1920s 1930s 1940s 29 more ,65
Czlowiek z...,1993,,Comedy Drama ,,,,,waiting for love solidarity sex change searching for the truth prison 7 more ,64
Palayam,1993,,Action Drama ,,,,"Noble, a lorry driver, claims that he is the son of a judge. After learning about him, his stepbrother plans to murder him to amass his mother's wealth.",based on novel ,
"Inge, April und Mai",1993,,,,,,,based on novel ,122
Ap' to hioni,1993,,Drama ,,,,This film follows a few men from Albania as they travel to Greece looking for a better life in Athens.,based on novel ,63
Kaettekite Kogarashi Monjirô,1993,,Drama ,,,,,based on tv series jidai geki based on novel ,123
Zhrebiyat,1993,,Drama ,,,,"This film is about the varied and extraordinary life of a banker descended from a family of bankers -Boris Skarlatov, in the years 1912 -1944. It includes rise and fall; shady and suspicious deals in capitalism's initial stages. A story is pervaded by love and hatred, dominated by strong men and beautiful women, intrigues and adventures.",f rated based on novel ,183
