Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Paradistorg,1977,,Drama ,,,,"A merchant's house in the Stockholm archipelago. Katha, an old woman comes here every year. So does her father, who once built the house. She wants the family, her children and their children to join her at Paradistorg. This leads to conflicts.",f rated based on novel ,60
Female Teacher,1977,,Drama Crime ,,,,"High school on the outskirts of Tokyo. On Saturday, after school, music teacher Setsuko is raped by three students in the music class The third class teacher Mitsugu sees the whole story through the ajar door.",japanese woman doggy style sex large breasts female bare butt female teacher series 17 more ,60
Sudba,1977,,Drama Romance War ,,,,,based on novel ,120
Hajka,1977,,War ,,,,"After issued Chetniks and destruction to make an agreement between the Partisans and the Chetniks, a partisan unit angry about betrayal, deception is being broken. A one broken group of partisans unwittingly sabotage draws to the attention of the Chetniks, and the Italians who, instead-prepared attack on the headquarters of the Supreme People's Liberation Struggle, entering into a bloody campaign against the wounded, hungry and poorly armed partisans hidden by the dugout. In that hell, everyone becomes a hunted beast, and the beast that persecuted. In the chaos of destruction, in the wilderness, in the midst of the rampage of death, gives birth to son wounded Partisans, a symbol of triumph of life.",partisan chetniks chaos death dugout 30 more ,60
Around the World with Bolek and Lolek,1977,,Animation ,,,,Bolek and Lolek race around the world facing danger to win a wager with Lord Fogg.,based on novel ,60
Beast in the Shadows,1977,,Crime Mystery Thriller ,,,,"An author of mystery stories gets ensnared in a real murder case. An industrial tycoon and husband of his biggest fan lies dead and one of his colleagues, a successful but antisocial writer may be involved, too -- as well as a mysterious Englishwoman and a chambermaid behaving very suspiciously.",based on novel ,60
Life Triumphs,1977,,Drama ,,,,"Nahapet (meaning patriarch in Armenian) has lost his family, his house and all his properties during the Armenian Genocide in 1915. Self-absorbed and reticent, he's like a withered tree. The village on the slope of Mount Aragats, where he finds shelter, consists only of half-destroyed houses and sun-scorched earth. Could Nahapet find the inner strength to build a new house, start a new family and revive the things cast away by his destiny? This eternal story of resurrection is symbolic for the Armenian nation's history.",armenian armenian genocide genocide armenian culture armenian history 10 more ,60
A Very Moral Night,1977,,Comedy Drama ,,,,"The theme of the delightful Hungarian fantasy film ""A Very Moral Night,"" made in 1977 and now playing at the Public Theater, could well be innocence, even if the action does take place in a bordello. It is a good bordello, so sweet and wholesome that it seems a place of pure beauty and Eden-like charm.",scam red light rain piano piano playing 16 more ,60
L'apprenti salaud,1977,,Comedy Crime ,,,,"After a car accident in which his mother dies, Antoine Chapelote decides to change his life and become a con-artist. He meets a young girl Caroline who helps him with his scam.",sting operation based on novel ,60
Le portrait de Dorian Gray,1977,,Drama Fantasy ,Non,Non,"5,871","Basil Hallward (Denis Manuel) is a mediocre painter. His exhibitions owe their success to his social position and nothing more. But one day Basil meets Dorian Gray (Patrice Alexandre), symbol of youth and a certain beauty. The young man inspires Basil, so much so that his painting of Dorian turns out to be a disturbing masterpiece. Fascinated by his own portrait, the young man expressed the wish to sell his soul for an eternal youth. Lord Henry (Raymond Gérome), a friend of Basil's, idle, intelligent, cynical and devilishly seductive character, will then direct the life of Dorian Gray. Under his influence, Dorian gradually sinks into evil but keeps his youth intact, while the table gradually indicates all the stigmata of old age and vice. Until the day when Dorian, obsessed with the testimony of the painting, stabs him. This gesture instantly causes his death; and we find, lying at the foot of a portrait of a young man, the corpse of a repulsive man.",deal with the devil immortality fear of aging immorality painting 14 more ,60
Maldoror,1977,,Drama ,,,,"Marco is working on a film called Maldoror, and focuses on his tormented relationship with a married woman.",lost film surrealism based on novel ,60
Balún Canán,1977,,Drama ,,,,,racial tension native american mexico indigenous indians 6 more ,60
La nuit de Saint-Germain-des-Prés,1977,,Crime Mystery ,,,,,topless female nudity female nudity place name in title based on novel ,60
La oscura historia de la prima Montse,1977,,Drama ,,,,"Paco is a young man who reflects on the deficiencies inherent in the way of life of the Catalan bourgeoisie when he interviews - and makes love - with a distant relative, who tells the case of cousin Montse: a social worker who finishes falling in love with a delinquent, which causes a scandal in their family.",based on novel female pubic hair female full rear nudity male full rear nudity large breasts 4 more ,60
Gate of Flesh,1977,,Drama ,,,,"The Black Rose Gang led by Nasty Woman (Tokuko Watanabe) is providing Japanese girls as prostitutes for the USA, taking them from a reformatory school. Those who refuse are submitted to torture and killed. The physical examination and the training of the girls in the nude are actually scenes of mysoginist torture. A tough and determined girl, Maya, leads the revolt, and vicious sword and dagger, and hand to hand fights against male and female baddies. Maya and her group defeat and destroy the Black Rose Gang amidst bloodshed.",softcore american imperialism yankee go home american military and local prostitute occupied japan 3 more ,60
Parranda,1977,,Drama ,,,,"Three vagabond men go on a binge of drink, fights, prostitutes and crime in the Asturias of the early 20th century.",female nudity topless female nudity money based on novel ,60
El reventón,1977,,Drama ,,,,"The misfit Gato loses a lot of money in bets and his father throws him out of his house. Ál leaves his girlfriend Laura for his lover, the married Adriana. Out of money Gato and Ál becomes urban guerrilla when they plan to kidnap Gato's rich father.",based on novel ,60
Le maestro,1977,,Comedy ,,,,"Madame Bourgeon (Sophie Desmarets) has two daughters: Gisèle and Yvonne. Gisèle is mistress of Hubert Martin (Daniel Ceccaldi) but, to the chagrin of Madame Bourgeon, he refuses to marry her. In order to save face, Madame Bourgeon decides to marry her other daughter and even finds her a suitor: Alexis Kemper (Jean Lefebvre) a pianist. Alexis is a notorious drunk, yet Madame Bourgeon claims that he has made amends, in short that he only drinks water. In order to demonstrate this to Gisèle and Hubert, skeptics, she invites Alexis to her residence in Annecy. This is the perfect opportunity for Alexis to find the one he has loved for a long time and who had moved away from him because of his alcoholism: Gisèle. They become lovers again, but like in the past this love leads to drinking: completely drunk, Alexis confesses everything to his friend Hubert. If Alexis' alcoholism takes Gisèle away from him, it appears that he does not bother the young Yvonne in any way. Madame Bourgeon will finally be filled: Hubert will marry Gisèle to be forgiven for having doubted her, and Alexis will discover Yvonne's love.",female nudity bath piano adultery based on novel ,60
