Title,Date,Rating,Genres,Budget,WorldwideGross,Description,Keywords,Runtime,Revenue-Budget-Ratio
The Believers,1987,R,Crime Drama Horror Mystery Thriller ,13000000,18753438,"After the death of his wife, police psychiatrist Cal Jamison moves to New York. There he has to help in the investigation of the murder of two youths, who seem to have been immolated during a cult ritual. Jamison believes it's been Voodoo and, ignoring the warnings of his housekeeper, enters the scenery and soon gets under their influence. They try to get him to sacrifice his own son.",satanic cult child sacrifice female nudity ritual female rear nudity 367 more ,60,1.442572154
The Fourth Protocol,1987,R,Thriller ,6000000,12423831,"K.G.B. Agent Major Valeri Petrofsky has been reassigned at the request of the K.G.B. Chairman for a secret mission wherein he is sent to England to establish a residence near an American military base and receive various items from couriers from the U.S.S.R. John Preston is the top British spy catcher, currently at odds with his superior because he doesn't lick his boots. After he conducts an operation without his superior's permission which caused his superior some embarrassment, he is reassigned to the menial task of overseeing airports and ports. One day, one the couriers Petrofsky was expecting comes off of a freighter and has an accident which leaves him dead. Preston is informed by the pathologist that the man is not a seaman, so Preston goes through his things and finds that he was carrying something which he is told is an atomic bomb component. Preston now suspects that someone is bringing in parts for an atomic bomb, his superior doesn't want to let Preston be proven right, so he doesn't authorize further action and suspends Preston. But a man who works with Intelligence approaches Preston saying he might be right because a sleeper transmitter went active twice, once probably to alert Moscow that he is in place, and the second sent after the man's death probably to inform that the component he was delivering wasn't received. So the man offers to let Preston find the man who is bringing in the bomb. Back in the U.S.S.R., Petrofsky's boss is so disgruntled, that Petrofsky and so much of his department's resources are being taken by the Chairman for his op, that he calls his old friend, the Vice Chairman of the K.G.B., to find out what's going on, because he believes that the Chairman wouldn't be able to do any of these things without his friend's input. But his friend is just as incredulous as he is. So he tries to find out what the Chairman is up to.",dead body in a bathtub british kgb russian england 198 more ,60,2.0706385
Ironweed,1987,R,Drama ,27000000,7393346,"Albany, New York, Halloween, 1938. Francis Phelan and Helen Archer are bums, back in their birth city. She was a singer on the radio, he a major league pitcher. Death surrounds them: she's sick, a pal has cancer, he digs graves at the cemetery and visits the grave of his infant son whom he dropped; visions of his past haunt him, including ghosts of two men he killed. That night, out drinking, Helen tries to sing at a bar. Next day, Fran visits his wife and children and meets a grandson. He could stay, but decides it's not for him. Helen gets their things out of storage and finds a hotel. Amidst their mistakes and dereliction, the film explores their code of fairness and loyalty.",hand job full female nudity singing columbia tristar sony 52 more ,120,0.27382763
The Bedroom Window,1987,R,Crime Mystery Thriller ,8300000,12640385,"Terry is having an affair with his boss' wife Sylvia. One night after an office party they are together and Sylvia witnesses an attack on Denise from Terry's bedroom window. She doesn't want to expose their relationship and so is reluctant about talking to the police. Terry, wanting to help, gives the police the description of the attacker. He soon becomes the main suspect in the case. He then sets to find the real rapist/killer with some help from victim Denise.",rape neo noir revenge rape victim hitchcockian 272 more ,60,1.522937952
Rampage,1987,R,Drama Thriller ,7500000,796368,"Liberal district attorney decides to seek the death penalty for a man who slaughtered a family at Christmastime, then drank their blood. He escapes, though, and starts killing again.",violence capital punishment based on novel based on play blood 2 more ,60,0.1061824
Tough Guys Don't Dance,1987,R,Comedy Crime Drama Mystery Thriller ,5000000,858250,"Writer, ex-con and 40-something bottle-baby Tim Madden, who is prone to black-outs, awakens from a two-week bender to discover a pool of blood in his car, a blond woman's severed head in his marijuana stash, and the new Provincetown police chief, Captain Luther Regency, shacked up with his former girlfriend Madeleine. As his father Dougy helps him try to unravel the mystery, he is dogged by the psychotic Capt. Regency, who has it in for Tim as a car-crash that he was involved in with Madeline has left her unable to have children. Flashing-back to the past, Tim remembers the time when he encouraged Madeline to swing with a Li'l Abnerish couple from down South, the fundamentalist preacher Big Stoop and his Daisy Mae-ish wife, Patty Lareine, whose ad Tim had come across in 'Screw' magazine. It's on the trip back that the car crash occurs, since Madeline is incensed that Tim has so enjoyed Patty Lareine's charms. Except for his father Dougy, who is dying of cancer, Tim suspects everyone, including his ex-wife Patty Lareine, multi-millionaire prep-school pal Wardley Meeks III, - and himself - of murder. Patty Lareine had left Big Stoop, married Wardley, left him in a messy divorce which netted her a rich cash settlement, and in turn married Tim, whom she fancied. Patty Lareine disappears, and Tim goes on his fatal bender that has left his memory in shards after receiving a letter from Madeline informing him that her husband is having an affair with his wife. Tim remembers his assignation in the local tavern's parking lot with the blond porn star Jessica Pond, while her effete husband Lonnie Pangborn watched from the sidelines, distraught. It was Jessica's head in the Hefty bag with his grass, but soon, another head turns up in his marijuana stash, that of Patty Lareine. We eventually learn that she and her ex- Wardley, a bisexual skewed towards the gay side, had been involved in a massive marijuana deal, a deal that also involved Jessica Pond and Lonnie Pangborn, who are also missing. Will Tim be able to get to the bottom of the mystery and save himself from another stretch in stir? As his father Dougy reminds him, ""Tough guys don't dance,"" and Tim has been doing everything but the Charlston in his attempt to keep ahead of the forces closing in on him. Will he unravel the case and reclaim his lost manhood? And what does an old witch trial and the unspeakably lumpen sleazoids down at the garage at the outskirts of town have to do with all this?",trash gay writer police chief cancer 37 more ,60,0.17165
The Sicilian,1987,R,Action Crime Drama ,9000000,5406879,"Giuliano robs from the rich conservative landowners to give to the poor, serf-like peasants, who in turn hail him as their savior. As his popularity grows, so does his ego, and he eventually thinks he is above the power of his backer, Mafia Don Masino Croce. The Don, in turn, sets out to kill the upstart by convincing his cousin and closest advisor Pissciota to assassinate him",italy mafia sicilian mafia don landed gentry 43 more ,60,0.600764333
White Mischief,1987,R,Crime Drama Mystery Romance Thriller ,5300000,3107551,"A millionaire past his prime, and his young wife, arrive in Kenya circa 1940 to find that the other affluent British expatriates are living large, as the homefront gears up for war. They are busy swapping partners, doing drugs, and attending lavish parties and horse races. She begins a torrid affair with one of the bon vivants, and her husband finds out and confronts them. The husband and wife decide to break up peacefully, but the bon vivant is murdered, and all the evidence points to the husband.",decadence seduction british colonialism world war two murder trial 38 more ,60,0.586330377
A Prayer for the Dying,1987,R,Action Crime Drama Thriller ,6000000,1432687,"Martin Fallon is an I.R.A. bomber who tries to blow up a troop truck, but instead kills a bus load of school children. He loses heart and quits the movement and goes to London trying to leave the U.K. and start a new life. The I.R.A. wants him back (he knows too much) and the local crime boss, Meehan, will only help him if he performs one last hit, on a rival crime boss. When Fallon does perform the hit, he is seen by a Catholic priest. He refuses to kill an innocent again, and must find a way to escape the police without killing the priest who can identify him.",time bomb scene of the crime bare chested male male nudity man forced to strip 134 more ,60,0.238781167
Burglar,1987,R,Comedy Crime ,12500000,16337355,"Bernice ""Bernie"" Rhodenbarr is a burglar by trade, and she runs a bookstore as well. Her friend Carl Hefler is a dog groomer. After a successful burglary, it's discovered that a dead body was in the house she burgled. As she's the only one who can be placed at the scene of the crime, she has to use her criminal skills to clear her name of the murder AND avoid getting charged with the burglary.",overhearing sex dentist nightclub san francisco california hiding in a closet 13 more ,60,1.3069884
Pinocchio and the Emperor of the Night,1987,G,Animation Adventure Family Fantasy ,8000000,3261638,"Pinocchio has been a real boy for a year. So his creator, Geppetto makes him a cake to celebrate. After a visit from the Pinocchio's Fairy Godmother (who had turned Pinocchio into a real boy), Geppetto realizes that he must deliver a precious Jewel box to the Mayor. Pinocchio persuades Geppetto to allow to take the box and makes his way to the Mayor's house. Pinocchio also takes with him his hand-make glow worm, which magically becomes real when Pincoccho gets distracted by a Carnival that has come to town. Pinocchio names his glow worm Willikers and decides to take a peek at the Carnival, despite Geppetto telling him not to go anywhere near it. Nearby, Scalawag and his colleague Igor advertise a three-shell game which cheats people out of their money, leading to Scalawag's and Igor's escape by using a cannon to get away from the angry mob. Scalawag meets Pinocchio and trades the Jewel box a ruby, which turns out to be a fake when Pinocchio gets home, which angers Geppetto. Pinocchio runs away to the Carnival where he watches a performance, and falls in love with the star puppet, Twinkle. After the people leave, the Puppet Master, Puppetino, tells Pinnochio about what it takes to be a performer, then transforms him into a puppet in an evil fashion. With help from Willikers and the Fairy Godmother, Pinocchio eventually escapes from the Carnvial to find the Jewel box, promising Twinkle along the way that he will find a way to make her real as well. Pinocchio meets with Scalawag and Igor and demands the Jewel box. Scalawag tells Pinocchio that he does not have it and says that they were outnumbered by a gang of thieves lead by Puppetino who took it. Pinocchio decides to track down the Carnival and Scalawag vows to help him go after it to get the box back, secretly intending to hand him over to Puppetino in exchange for gold. The Carnival, however, is a a lot more mysterious and evil than it seems. Including the evil master of the Carnival - the Emperor of the Night.",cult film pinocchio foreign language adaptation based on novel independent film 1 more ,60,0.40770475
Manhunter,1986,R,Crime Mystery Thriller ,15000000,8622412,"Will Graham (William Petersen) is a former F.B.I. Agent who recently retired to Florida with his wife Molly (Kim Greist) and their young son, Kevin (David Seaman). Graham was a ""profiler"", one who profiles criminal's behavior and tries to put his mind into the minds of criminals to examine their thoughts while visiting crime scenes. Will is called out of his self-imposed retirement at the request of his former boss Jack Crawford (Dennis Farina) to help the F.B.I. catch an elusive serial killer, known to the press as the ""Tooth Fairy"" (Tom Noonan), who randomly kills whole families in their houses during nights of the full moon and leaves bite marks on his victims. To try to search for clues to get into the mind of the killer, Will has occasional meetings with Dr. Hannibal Lecktor (Brian Cox), a charismatic, but very dangerous imprisoned serial killer that Will captured years earlier which nearly drove him insane from the horrific encounter that nearly cost Will's life. With some help and hindrance, Will races against the clock before the next full moon when the ""Tooth Fairy"" will strike again. Elsewhere, a local photographer named Francis Dollarhyde, the killer for whom Will is looking, struggles to stay undetected while seeing a hope of redemption when be begins a relationship with a blind woman (Joan Allen) who is not aware of his double life.",serial killer hannibal lecter neo noir profiler fbi agent 211 more ,120,0.574827467
9½ Weeks,1986,R,Drama Romance ,17000000,6735922,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",sex in public female masturbation cunnilingus oral sex woman on top 249 more ,60,0.396230706
The Color of Money,1986,R,Drama Sport ,13800000,52293982,"Pool hustler Fast Eddie Felson finds the young, promising pool player Vincent in a local bar and he sees in him a younger version of himself. To try and make it as in the old days, Eddie offers to teach Vincent how to be a hustler. After some hesitations Vincent accepts and Eddie takes him and Vincent's girlfriend Carmen on a tour through the country to work the pool halls. However, Vincent's tendency to show off his talent and by doing so warning off the players and losing money, soon leads to a confrontation with Eddie.",scam pool player hustler con artist female frontal nudity 91 more ,60,3.789418986
Cobra,1986,R,Action Crime Thriller ,25000000,49042224,"As crime runs rampant in the United States, the hard-as-nails LAPD Lieutenant, Marion ""Cobra"" Cobretti, is the only cure for the crime-infested urban jungle of Los Angeles. In the meantime, a string of seemingly unconnected and unmotivated random assaults on civilians will soon drag the hardened officer into a violent war against the psychopaths of the secret organisation named ""The New World"". With the criminal society's sole purpose to weed out the weak, Cobra will escort an important witness--the young model, Ingrid--out of town to protect her; however, the movement's delusional killers will stop at nothing to track her down. Now, the only one who stands in their way is the one-man-army Lieutenant. Are they prepared for Cobra's nasty bite?",1980s film psychotronic film cult film tough guy wisecrack humor 309 more ,60,1.96168896
The Mosquito Coast,1986,PG,Adventure Drama Thriller ,25000000,14302779,"An eccentric and dogmatic inventor sells his house and takes his family to Central America to build a utopia in the middle of the jungle. Conflicts with his family, a local preacher, and with nature are only small obstacles to his obsession. Based on the novel by Paul Theroux.",back to nature central america inventor jungle utopia 174 more ,60,0.57211116
The Great Mouse Detective,1986,G,Animation Adventure Family Musical Mystery ,14000000,38625550,"In Victorian London, England, a little mouse girl's toymaker father is abducted by a peglegged bat. She enlists the aid of Basil of Baker Street, the rodent world's answer to Sherlock Holmes. The case expands as Basil uncovers the crime's link to a plot against the Crown itself.",mouse london england talking animal sherlock holmes character telling someone to shut up 239 more ,60,2.758967857
The Clan of the Cave Bear,1986,R,Adventure Drama Fantasy ,15000000,1953732,"At a time in prehistory when Neanderthals shared the Earth with early Homo sapiens, a band of cave-dwellers adopt blond and blue-eyed Ayla, a child of the ""Others"". As Ayla matures into a young woman of spirit and courage (unlike other women of the clan), she must fight for survival against the jealous bigotry of Broud, who will one day be clan leader. Based on Jean M. Auel's popular book, there is minimal narration; subtitles translate the Neanderthal gestures and primitive spoken language.",bear cavewoman stone age neanderthal cro magnon 70 more ,60,0.1302488
Heartburn,1986,R,Comedy Drama ,20000000,25314189,"An autobiographical look at the break-up of Screenwriter Nora Ephron's marriage to Carl ""All the President's Men"" Bernstein that was also a best-selling novel. The Ephron character, Rachel Samstat (Meryl Streep), is a food writer at a New York City magazine who meets Washington, D.C. columnist Mark Forman (Jack Nicholson) at a wedding and ends up falling in love with him despite her reservations about marriage. They buy a house, have a daughter, and Rachel thinks they are living happily ever after until she discovers that Mark is having an affair while she is waddling around with a second pregnancy.",f rated washington monument washington d.c. reference to baby it's cold outside the song scene during opening credits marriage 127 more ,60,1.26570945
Allan Quatermain and the Lost City of Gold,1986,PG,Action Adventure Comedy ,13000000,3751699,"After his brother Robeson disappears without a trace while exploring Africa in search of a legendary 'white tribe', Alan Quatermain decides to follow in his footsteps to learn what became of him. Soon after arriving, he discovers the los City of Gold, controlled by the evil lord Agon, and mined by his legions of white slaves. Is this where Robeson met his end?",woman with a gun camp campy legend city of gold 55 more ,60,0.288592231
8 Million Ways to Die,1986,R,Action Crime Drama Thriller ,18000000,1305114,"Scudder is a detective with the Sheriff's Department who is forced to shoot a violent suspect during a narcotics raid. The ensuing psychological aftermath of this shooting worsens his drinking problem and this alcoholism causes him to lose his job, as well as his marriage. During his recovery through Alcoholics Anonymous, he meets a mysterious stranger who draws him back into a world of vice. In trying to help this beautiful woman, he must enter a crime-world of prostitution and drugs to solve a murder, while resisting the temptation to return to his alcohol abuse.",neo noir alcoholics anonymous alcoholic snow cone party 89 more ,60,0.072506333
Blue City,1986,R,Action Crime Drama ,10000000,6947787,"Returning to the small Florida town where he grew up, Billy Turner (Nelson) learns that his father has been killed. With little help from the police, Billy will take matters into his own hands and go up against a ruthless local mob boss in a desperate search to find the killer.",aerial camera shot scene during opening credits police florida motorcycle cop 40 more ,60,0.6947787
Tai-Pan,1986,R,Adventure ,25000000,4007250,"Tai-Pan's Chinese for supreme leader; the man with real power...Such a Tai-Pan's Dirk Struan who's obsessed to make Hong Kong the jewel in the crown of her British Majesty. In 1841, he achieves the goal, but has many enemies who try to destroy his dream.",businessman rivalry hong kong competition based on novel 23 more ,120,0.16029
Heat,1986,R,Action Crime Drama Thriller ,17000000,2793214,"Reynolds plays an ex-soldier-of-fortunish character in Vegas, taking ""Chaperone"" jobs, fighting with the mob, and trying to get enough money together to move to Venice, Italy.",venice italy tough guy psychopath casino bodyguard 27 more ,60,0.164306706
Shanghai Surprise,1986,PG-13,Adventure Comedy Crime Drama Romance ,17000000,2315683,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai.",china year 1937 american abroad con artist cameo appearance 236 more ,60,0.136216647
Mala Noche,1986,Not Rated,Drama ,25000,62743,"A story of amour fou. Walt is madly in love/lust with a young illegal Mexican immigrant. However, the object of his unrequited affection doesn't even speak any English and finds Walt really strange and undesirable.",immigrant fantasy sequence mexican feature film directorial debut montage 130 more ,60,2.50972
Native Son,1986,PG,Drama Romance ,2000000,1301121,"Bigger Thomas, an African American who lives in an impoverished neighborhood, is employed by a prosperous white family who live in the suburbs of a major city. The money Bigger makes at his new job will be used to supplement his mother's income. As a chauffeur, he is directed by the father of the family to take Mary, the daughter, to the university. Instead, Mary decides to pick up her Socialist boyfriend, Jan, and to spend the time drinking and partying. Jan and Mary portray a young liberal couple who venture into a black neighborhood with Bigger for the sole purpose of being entertained at Ernie's, a black nightclub. On the way home, Mary becomes inebriated and Bigger must get her to her bedroom without being detected. Mary's mother, who is blind, enters the room and Bigger panics at the thought of being caught with a white woman. He accidentally kills Mary by placing a pillow over her head to keep her quiet. Still frightened, Bigger disposes of the body in the furnace, possibly because he feels he would not get a fair trial for the accidental death of a white woman. Meanwhile, Jan is wanted by the police for Mary's murder and Bigger plays a role in the accusations against him.",man wears eyeglasses chauffeur teenage daughter bedroom pillow 144 more ,60,0.6505605
Cocoon,1985,PG-13,Comedy Drama Sci-Fi ,17500000,85313124,"A group of aliens return to earth to retrieve cocoons containing the people they'd left behind from an earlier trip. These cocoons had been resting at the bottom of the ocean. Once retrieved, they stored these recovered cocoons in the swimming pool of a house they'd rented in a small Florida town. Their mission is hampered by a number of elderly people from a nearby retirement community who had been secretly using the pool, and who discover unusual powers from within these cocoons.",alien swimming pool bare chested male peephole shapeshifter 136 more ,60,4.875035657
Return to Oz,1985,PG,Adventure Family Fantasy Horror Mystery ,25000000,11137801,"Dorothy Gale has recently come home to Kansas from the Land of Oz and is now almost back to perfect health since the incident of the tornado, only she cannot get that wonderful place out of her head. She frequently talks about it and cannot get any sleep at night. Aunt Em worries about her health/well-being. Thinking that she is suffering delusional depression and acute insomnia, she decides to take her to see a special doctor in another town. While he tries to treat her with electro-shock treatment and take those nasty dreams away from her head, she is rescued by a mysterious girl who leads her back to Oz for a new adventure.",oz mechanical man villain villainess dorothy gale character 80 more ,60,0.44551204
A Room with a View,1985,Not Rated,Drama Romance ,3000000,21041453,"When Lucy Honeychurch (Helena Bonham Carter) and chaperone Charlotte Bartlett (Dame Maggie Smith) find themselves in Florence with rooms without views, fellow guests Mr. Emerson (Denholm Elliott) and son George (Julian Sands) step in to remedy the situation. Meeting the Emersons could change Lucy's life forever, but once back in England, how will her experiences in Tuscany affect her marriage plans?",male nudity nude bathing pubic hair male pubic hair self discovery 79 more ,60,7.013817667
The Color Purple,1985,PG-13,Drama ,15000000,98467863,"This film follows the life of Celie, a young black girl growing up in the early 1900's. The first time we see Celie, she is 14 - and pregnant - by her father. We stay with her for the next 30 years of her tough life...",racial discrimination african american protagonist lesbian kiss letter abuse 184 more ,120,6.5645242
Silver Bullet,1985,R,Horror ,7000000,12361866,"The small town of Tarker's Mills was a place that was very peaceful, where nothing extraordinary ever happened until one night when murders began. The townspeople believe it's some maniacal killer on the loose whom they intend to hunt down. Marty, a young handicapped boy, believes the killer is no man at all, but a werewolf. After a run-in with the werewolf, Marty and his sister Jane hunt all over town for the man who is the werewolf.",werewolf year 1976 pantyhose murder of a child child uses a gun 165 more ,60,1.765980857
To Live and Die in L.A.,1985,R,Action Crime Drama Thriller ,8000000,17307019,"Working largely in cases of counterfeiting, LA based Secret Service agent Richie Chance exhibits reckless behavior which according to his longtime and now former partner Jimmy Hart will probably land him in the morgue before he's ready to retire. That need for the thrill manifests itself in his personal life by his love of base jumping. Professionally, it is demonstrated by the fact that he is sextorting a parolee named Ruth Lanier, who feeds him information in return for him not sending her back to prison for some trumped up parole violation. With his new partner John Vukovich, Chance is more determined than ever, based on recent circumstances, to nab known longtime counterfeiter Ric Masters, who is more than willing to use violence against and kill anyone who crosses him. Masters is well aware that the Secret Service is after him. Masters' operation is somewhat outwardly in disarray, with Chance being able to nab his mule, Carl Cody, in the course of moving some of the fake money, and one of his associates, a lawyer named Max Waxman, probably stealing money from him. Partly with information from Ruth, Chance is trying to find and exploit the weaknesses in Masters' operation. To accomplish his goal, Chance takes more and more unethical and illegal measures, which may be problematic for Vukovich, who comes from a family of police officers who are sworn to uphold the law.",male full frontal nudity los angeles california violence male pubic hair shot in the face 113 more ,60,2.163377375
Fletch,1985,PG,Comedy Crime Mystery ,8000000,59612888,"Irwin ""Fletch"" Fletcher, Los Angeles journalist, really lives for his profession. As Jane Doe, he publishes articles that have caused several heads to roll in the past. Now, Fletch is at it again: In disguise as a bum, he lives at the beach, researching drugs and their dealing. One day, Fletch is addressed by Alan Stanwyk, a rich man, who asks him, the bum, a favour. For the sum of $50,000, Fletch should kill poor cancer-ridden Mr. Stanwyk with a gun, so that his wife will get the insurance money. What the guy didn't think of was Fletch's real profession. Returning into normal life, Fletch instantly takes up research not only to find out that Mr. Stanwyk is healthy as life itself but he also runs into certain connections between drug dealing at the beach, Alan Stanwyk, his private jet, the police and a very expensive piece of Land in Utah.",reference to the godfather reference to dirty harry reference to cujo lighter tennis club 110 more ,60,7.451611
Ladyhawke,1985,PG-13,Adventure Comedy Drama Fantasy ,20000000,18432000,"Philippe Gaston (Matthew Broderick), a thief, escapes from the dungeon at Aquila, sparking a manhunt. He is nearly captured when Captain Etienne Navarre (Rutger Hauer) befriends him. Navarre has been hunted by the Bishop's men for two years, ever since he escaped with the Lady Isabeau (Michelle Pfeiffer), after whom the Bishop (John Wood) has lusted. Navarre and Isabeau have a curse that the Bishop has placed on them that causes Navarre to be a wolf during the night and Isabeau to be a hawk during the day. Navarre insists that Philippe help him re-enter the city to help him kill the heavily guarded Bishop.",sword and sorcery good versus evil talking to an animal talking to oneself bird 167 more ,120,0.9216
The Black Cauldron,1985,PG,Animation Action Adventure Family Fantasy ,44000000,21288692,"Centuries ago, in the land of Prydain, a young man named Taran is given the task of protecting Hen Wen, a magical oracular pig, who knows the location of the mystical black cauldron. This is not an easy task, for The Evil Horned King will stop at nothing to get the cauldron.",cauldron teenage boy magical sword medieval times sword and fantasy 171 more ,60,0.483833909
Brewster's Millions,1985,PG,Comedy ,20000000,45833132,"Brewster is a minor league baseball player. Unknown to him, he had a (recently deceased) rich relative. In order to test if Brewster knows the value of money, he is given the task of disposing of $30m in 30 days. Brewster isn't allowed to have any assets to show for the $30m or waste the money in any way. If successful, Brewster gets to inherit $300m. The biggest problem of all however, is that Brewster can't tell anyone what he's doing, so everyone thinks he's crazy. Add to this the fact that if he fails, two scheming trustees will get their hands on the money, Brewster's task is not an easy one.",minor league baseball baseball player spending money wasting money inheritance challenge 99 more ,60,2.2916566
Year of the Dragon,1985,R,Action Crime Drama Thriller ,24000000,18707466,"Chinatown, New York City. There has long been an unofficial agreement that the NYPD will leave the traditionally run Chinese triad alone to manage the crime issue in the neighborhood, the triad who is the face of organized crime of Chinatown. The triad also has an unofficial agreement with the Italian mafia, still seen as the major player in organized crime in the city, to be cooperative in a win-win situation in their illegal activities. However, the Chinese youth gangs are disregarding these unofficial agreements, being another violent player in the crime scene in Chinatown, they who take a stand by killing Jackie Wong, the head of the triad. To deal with the matter, the NYPD reassign Captain Stanley White from Brooklyn to Chinatown. Stanley, of Polish heritage, is not averse to slinging slurs toward his adversaries, most of those of a racial nature. This reassignment will not help the already deteriorating marriage he has to his long suffering wife, Connie. While Stanley is supposed to target his efforts against the youth gangs, he instead decides to target his efforts against Joey Tai, Jackie's son-in-law who has taken over the triad. Stanley's actions do not sit well with his superiors who want to honor their long held tradition of leaving the triad alone. Although Joey convinced the triad elders that they needed a more vigorous leadership which he could accomplish, Joey, in reality, may have more to do with the increased violence in Chinatown than they realize, including Jackie's murder. In achieving his goal, Stanley co-opts the assistance of Herbert Kwong, a neophyte NYPD officer to go undercover to infiltrate Joey's organization, a job for which his training may make him ill-prepared. Also to further his goals, Stanley begins a love-hate relationship with Tracy Tzu, an American born ethnic Chinese reporter who works the Chinatown beat for an English language network. As Joey goes about his business and Stanley tries to bring him down, the battle between the two becomes personal, which places those around them in danger. The question becomes whether each will survive the battle, not only against each other but by their respective organizations who may not see what they're doing as maintaining what was the on the surface peace that existed in Chinatown before the current problems.",sex scene vietnam war veteran female full frontal nudity police detective husband wife relationship 284 more ,120,0.77947775
The Quiet Earth,1985,R,Drama Mystery Sci-Fi ,1000000,2123135,"A man wakes up to find himself literally alone in the world, and goes about trying to find other survivors, as well as to find out what happened. He suspects that a government research project he was involved in had something to do with the disappearance of everyone. Eventually he finds several other people, and once they begin to trust each other they try to figure out why they were left on earth.",last man on earth post apocalypse experiment parallel world love triangle 224 more ,60,2.123135
Mishima: A Life in Four Chapters,1985,R,Biography Drama ,5000000,569996,A fictionalized account in four chapters of the life of celebrated Japanese author ,gay homosexual reference to william shakespeare reference to shakespeare's romeo and juliet shakespeare quote 281 more ,120,0.1139992
King Solomon's Mines,1985,PG-13,Action Adventure Comedy Romance ,12500000,15057465,"Allan Quatermain is a fortune hunter who is convinced by Jesse Huston to help her find her father, who's been lost somewhere in the African jungle during his last exploration.",german jungle africa tribe shotgun 114 more ,60,1.2045972
Desert Hearts,1985,R,Drama Romance ,1250000,2492088,"It is 1950s Nevada, and Professor Vivian Bell arrives to get a quickie divorce. She's unsatisfied with her marriage, and feels out of place at the ranch she stays on, she finds herself increasingly drawn to Cay Rivers, an open and self-assured lesbian, and the ranchowner's daughter. The emotions released by their developing intimacy, and Vivian's insecurities about her feelings towards Cay, are played out against a backdrop of rocky landscapes and country and western songs.",breasts female frontal nudity nipples kissing while having sex self discovery 28 more ,60,1.9936704
The Mean Season,1985,R,Crime Thriller ,7000000,4349446,"Malcolm Anderson is a reporter for a Miami newspaper. He's had enough of reporting the local murders and so promises his school teacher girlfriend (Christine), they'll move away soon. Before Malcolm can hand in his notice, the murderer from his latest article phones him. The murderer tells Malcolm that he's going to kill again. The phone calls and murders continue, soon Malcolm finds that he's not just reporting the story, he is the story.",psycho neo noir psycho murderer psychopathic murderer florida noir 28 more ,60,0.621349429
King David,1985,PG-13,Adventure Biography Drama History War ,22000000,5111099,"Israel circa 1,000 B.C. The adult life of David, who would eventually become King of Israel, is presented. The blessing of the Prophets, as the voice of God, is required before the King can take any major action. It is because God is annoyed with King Saul for not following his word that the Prophet Samuel, taking his cues from God, surprisingly and unexpectedly anoints David, the teenaged and youngest of Jesse's four sons, the next King. Regardless, it isn't until David's encounter with Goliath that he and many of the Israelites believe he could and should be King. Believing the anointing of David undermines his rule, King Saul, whose army is far outnumbered by those of the enemy Philistines, takes one measure after another against David and by association at the peril of his army in battles against the Philistines. These moves by Saul do not sit well with many, but especially his son Jonathan, who supports David as the next King. Over David's eventual rule as King, he will have his own issues with God and the Prophets as often ruling by his emotions rather than by God's word, especially with regard to the treatment of his eldest son Absalom, and in his relationship with Bathsheba.",character name as title king david character bathsheba character polygamy adultery 33 more ,60,0.232322682
Compromising Positions,1985,R,Comedy Drama Mystery Thriller ,6000000,12531831,"Judith Singer is a housewife, out of the journalism business for many years. When a dentist she has been seeing (who has a strong bedside manner even while female patients are still in the chair) is found murdered, she finds that a neighbor is a suspect. She begins to investigate. This places her in danger from the murderer, from the women who have had affairs with the dentist, and from the police who begin to wonder why she is always at the scenes where clues are discovered. Her husband becomes angry at what is happening, placing strains on her family as she finds herself more and more attracted to the police detective investigating the murder.",woman wrapped in a towel dentist murder investigation detective 20 more ,60,2.0886385
Stick,1985,R,Action Crime Drama Thriller ,22000000,8489518,"Ernest 'Stick' Stickley returns from prison, and very soon he gets involved with his old friend in a drug-running deal that goes sour. Hired by a rich investor, he tries to walk the line, but trouble follows him throughout as he tries to collect a debt and make up for lost time with his daughter. Stick also finds a new flame with a financial wiz and gets set to enjoy a new life, but Chucky and Nestor, the two hoods who owe him the debt, have other plans for Stick.",falling to death albino assassin miami florida directed by star 60 more ,60,0.385887182
