title,description,contributor,author,contributor_note,price,age_group,publisher,isbns,ranks_history,reviews
Farther and Wilder: The Lost Weekends and Literary Dreams of Charles Jackson,,,Blake Bailey,,0.00,,,"[{'isbn10': '030727358X', 'isbn13': '9780307273581'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2013/04/21/books/review/farther-and-wilder-blake-baileys-bio-of-charles-jackson.html', 'article_chapter_link': None}]"
Farther Away: Essays,,,Jonathan Franzen,,0.00,,,"[{'isbn10': '1250033292', 'isbn13': '9781250033291'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2012/05/20/books/review/farther-away-essays-by-jonathan-franzen.html', 'article_chapter_link': None}]"
FASCINATE: REVISED AND UPDATED,This new edition of a 2010 book offers tips for making your brand hard to resist.,by Sally Hogshead,Sally Hogshead,,0.00,,HarperCollins,"[{'isbn10': '0062206486', 'isbn13': '9780062206480'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
Fascinating Rhythm: The Collaboration of George and Ira Gershwin,,,Deena Ruth Rosenberg,,0.00,,,"[{'isbn10': '0472084690', 'isbn13': '9780472084692'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1991/12/22/books/in-short-nonfiction-785091.html', 'article_chapter_link': None}]"
Fascination: Stories,,,William Boyd,,0.00,,,"[{'isbn10': '1400078490', 'isbn13': '9781400078493'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2005/01/16/books/review/16GATESL.html', 'article_chapter_link': None}]"
FASCISM: A Warning,The former secretary of state examines the legacy of fascism in the 20th century and its potential revival.,by Madeleine Albright with Bill Woodward,Madeleine Albright with Bill Woodward,,0.00,,Harper,"[{'isbn10': '0062802186', 'isbn13': '9780062802187'}, {'isbn10': '0062802232', 'isbn13': '9780062802231'}, {'isbn10': '0062802240', 'isbn13': '9780062802248'}, {'isbn10': '1538544512', 'isbn13': '9781538544518'}, {'isbn10': '1538544504', 'isbn13': '9781538544501'}, {'isbn10': '1538544520', 'isbn13': '9781538544525'}, {'isbn10': '0062802208', 'isbn13': '9780062802200'}]","[{'primary_isbn10': '0062802208', 'primary_isbn13': '9780062802200', 'rank': 6, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2019-03-03', 'bestsellers_date': '2019-02-16', 'weeks_on_list': 2, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802208', 'primary_isbn13': '9780062802200', 'rank': 14, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2019-02-17', 'bestsellers_date': '2019-02-02', 'weeks_on_list': 6, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802208', 'primary_isbn13': '9780062802200', 'rank': 2, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2019-02-17', 'bestsellers_date': '2019-02-02', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 12, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-08-05', 'bestsellers_date': '2018-07-21', 'weeks_on_list': 9, 'rank_last_week': 14, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 14, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-07-29', 'bestsellers_date': '2018-07-14', 'weeks_on_list': 8, 'rank_last_week': 15, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 15, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-07-22', 'bestsellers_date': '2018-07-07', 'weeks_on_list': 7, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 13, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-06-03', 'bestsellers_date': '2018-05-19', 'weeks_on_list': 6, 'rank_last_week': 9, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 9, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-05-27', 'bestsellers_date': '2018-05-12', 'weeks_on_list': 5, 'rank_last_week': 4, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 13, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2018-05-27', 'bestsellers_date': '2018-05-12', 'weeks_on_list': 5, 'rank_last_week': 7, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 4, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-05-20', 'bestsellers_date': '2018-05-05', 'weeks_on_list': 4, 'rank_last_week': 4, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 7, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2018-05-20', 'bestsellers_date': '2018-05-05', 'weeks_on_list': 4, 'rank_last_week': 6, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802240', 'primary_isbn13': '9780062802248', 'rank': 11, 'list_name': 'Audio Nonfiction', 'display_name': 'Audio Nonfiction', 'published_date': '2018-05-13', 'bestsellers_date': '2018-04-28', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 4, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-05-13', 'bestsellers_date': '2018-04-28', 'weeks_on_list': 3, 'rank_last_week': 2, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 6, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2018-05-13', 'bestsellers_date': '2018-04-28', 'weeks_on_list': 3, 'rank_last_week': 2, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 2, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2018-05-06', 'bestsellers_date': '2018-04-21', 'weeks_on_list': 2, 'rank_last_week': 1, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 2, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-05-06', 'bestsellers_date': '2018-04-21', 'weeks_on_list': 2, 'rank_last_week': 1, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 1, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-04-29', 'bestsellers_date': '2018-04-14', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062802186', 'primary_isbn13': '9780062802187', 'rank': 1, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2018-04-29', 'bestsellers_date': '2018-04-14', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': 'https://www.nytimes.com/2018/04/20/books/review/fascism-a-warning-madeleine-albright.html', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"Fascism: Past, Present, Future",,,Walter Laqueur,,0.00,,,"[{'isbn10': '019511793X', 'isbn13': '9780195117936'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1996/12/22/books/out-of-nowhere.html', 'article_chapter_link': None}]"
FASHION CLIMBING,The New York Times fashion and society photographer's posthumous memoir.,by Bill Cunningham,Bill Cunningham,,0.00,,Penguin Press,"[{'isbn10': '0525558705', 'isbn13': '9780525558705'}]","[{'primary_isbn10': '0525558705', 'primary_isbn13': '9780525558705', 'rank': 14, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2018-09-23', 'bestsellers_date': '2018-09-08', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': 'https://www.nytimes.com/2018/09/06/books/review/bill-cunningham-fashion-climbing-.html', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"Fashion Show Or, the Adventures of Bingo Marsh: A Novel",,,James Brady,,0.00,,,"[{'isbn10': '0316105910', 'isbn13': '9780316105910'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1992/04/19/books/bingo-among-the-beautiful.html', 'article_chapter_link': None}]"
Fashionable Nonsense: Postmodern Intellectuals' Abuse of Science,,,Jean Bricmont,,0.00,,,"[{'isbn10': '0312204078', 'isbn13': '9780312204075'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1998/11/15/books/is-paris-kidding.html', 'article_chapter_link': None}]"
"Fassbinder's Germany: History, Identity, Subject (Amsterdam University Press - Film Culture in Transition)",,,Thomas Elsaesser,,0.00,,,"[{'isbn10': '9053560599', 'isbn13': '9789053560594'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1997/10/26/books/books-in-brief-nonfiction-643629.html', 'article_chapter_link': None}]"
FAST AND FURIOUS,A reporter investigates the disastrous gun-trafficking investigation known as Fast and Furious and disputes the Obama administration’s denial of responsibility.,by Katie Pavlich,Katie Pavlich,,0.00,,Regnery Publishing,"[{'isbn10': '1596983213', 'isbn13': '9781596983212'}, {'isbn10': '1596988010', 'isbn13': '9781596988019'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAST AND LOOSE,"With the Sisterhood on assignment, their significant others look into a Vegas casino with leaky security.",by Fern Michaels,Fern Michaels,,0.00,,Zebra,"[{'isbn10': '1420140639', 'isbn13': '9781420140637'}, {'isbn10': '1420140647', 'isbn13': '9781420140644'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAST AND LOOSE,"In the 41st Stone Barrington novel, the New York attorney acquires a ruthless, hot-headed enemy.",by Stuart Woods,Stuart Woods,,0.00,,Putnam,"[{'isbn10': '0399574190', 'isbn13': '9780399574191'}, {'isbn10': '0399574212', 'isbn13': '9780399574214'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAST BREAK,A wrong-side-of-the-tracks hoops star joins a rival squad when he moves in with a foster family.,by Mike Lupica,Mike Lupica,,0.00,Ages 10 to 14,Philomel,"[{'isbn10': '0399256067', 'isbn13': '9780399256066'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAST BURN!,,by Ian K. Smith,Ian K. Smith,,0.00,,St. Martin's,"[{'isbn10': '1250271584', 'isbn13': '9781250271587'}, {'isbn10': '1250271592', 'isbn13': '9781250271594'}]","[{'primary_isbn10': '1250271584', 'primary_isbn13': '9781250271587', 'rank': 9, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2021-05-02', 'bestsellers_date': '2021-04-17', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 1}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
Fast Food Nation: The Dark Side of the All-American Meal,,,Eric Schlosser,,0.00,,,"[{'isbn10': '0547750331', 'isbn13': '9780547750330'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2001/01/21/books/no-accounting-for-mouthfeel.html', 'article_chapter_link': None}]"
"FAST FOOD, GOOD FOOD",,by Andrew Weil,Andrew Weil,,0.00,,"Little, Brown","[{'isbn10': '0316329428', 'isbn13': '9780316329422'}]","[{'primary_isbn10': '0316329428', 'primary_isbn13': '9780316329422', 'rank': 20, 'list_name': 'Food and Fitness', 'display_name': 'Food and Diet', 'published_date': '2016-02-14', 'bestsellers_date': '2016-01-30', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAST GIRL,Bipolar disorder drove a former Olympic runner to become a high-priced Las Vegas escort.,by Suzy Favor Hamilton with Sarah Tomlinson,Suzy Favor Hamilton with Sarah Tomlinson,,0.00,,Dey Street/Morrow,"[{'isbn10': '0062346229', 'isbn13': '9780062346223'}, {'isbn10': '0062346210', 'isbn13': '9780062346216'}, {'isbn10': '1504647920', 'isbn13': '9781504647922'}, {'isbn10': '0062346202', 'isbn13': '9780062346209'}]","[{'primary_isbn10': '0062346210', 'primary_isbn13': '9780062346216', 'rank': 8, 'list_name': 'Sports', 'display_name': 'Sports and Fitness', 'published_date': '2016-09-11', 'bestsellers_date': '2016-08-27', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062346202', 'primary_isbn13': '9780062346209', 'rank': 11, 'list_name': 'Sports', 'display_name': 'Sports and Fitness', 'published_date': '2016-08-14', 'bestsellers_date': '2016-07-30', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062346202', 'primary_isbn13': '9780062346209', 'rank': 13, 'list_name': 'Sports', 'display_name': 'Sports and Fitness', 'published_date': '2016-07-10', 'bestsellers_date': '2016-06-25', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062346229', 'primary_isbn13': '9780062346223', 'rank': 6, 'list_name': 'Sports', 'display_name': 'Sports and Fitness', 'published_date': '2015-11-15', 'bestsellers_date': '2015-10-31', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062346229', 'primary_isbn13': '9780062346223', 'rank': 8, 'list_name': 'Health', 'display_name': 'Health', 'published_date': '2015-11-15', 'bestsellers_date': '2015-10-31', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062346229', 'primary_isbn13': '9780062346223', 'rank': 13, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2015-10-11', 'bestsellers_date': '2015-09-26', 'weeks_on_list': 2, 'rank_last_week': 4, 'asterisk': 1, 'dagger': 0}, {'primary_isbn10': '0062346210', 'primary_isbn13': '9780062346216', 'rank': 3, 'list_name': 'Health', 'display_name': 'Health', 'published_date': '2015-10-11', 'bestsellers_date': '2015-09-26', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062346210', 'primary_isbn13': '9780062346216', 'rank': 14, 'list_name': 'E-Book Nonfiction', 'display_name': 'E-Book Nonfiction', 'published_date': '2015-10-11', 'bestsellers_date': '2015-09-26', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAST ICE,The 18th book in the NUMA Files series. Kurt Austin and Joe Zavala uncover a decades-old conspiracy when they search for a missing former colleague in Antarctica.,by Clive Cussler and Graham Brown,Clive Cussler and Graham Brown,,0.00,,Putnam,"[{'isbn10': '0593327861', 'isbn13': '9780593327869'}, {'isbn10': '059332787X', 'isbn13': '9780593327876'}]","[{'primary_isbn10': '0593327861', 'primary_isbn13': '9780593327869', 'rank': 11, 'list_name': 'Hardcover Fiction', 'display_name': 'Hardcover Fiction', 'published_date': '2021-04-04', 'bestsellers_date': '2021-03-20', 'weeks_on_list': 2, 'rank_last_week': 7, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0593327861', 'primary_isbn13': '9780593327869', 'rank': 7, 'list_name': 'Hardcover Fiction', 'display_name': 'Hardcover Fiction', 'published_date': '2021-03-28', 'bestsellers_date': '2021-03-13', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '059332787X', 'primary_isbn13': '9780593327876', 'rank': 4, 'list_name': 'Combined Print and E-Book Fiction', 'display_name': 'Combined Print & E-Book Fiction', 'published_date': '2021-03-28', 'bestsellers_date': '2021-03-13', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAST INTO THE NIGHT,A memoir of a woman and her dogs and their journey north on the Iditarod trail.,by Debbie Clarke Moderow,Debbie Clarke Moderow,,0.00,,Houghton Mifflin Harcourt,"[{'isbn10': '0544484126', 'isbn13': '9780544484122'}]","[{'primary_isbn10': '0544484126', 'primary_isbn13': '9780544484122', 'rank': 9, 'list_name': 'Animals', 'display_name': 'Animals', 'published_date': '2016-03-13', 'bestsellers_date': '2016-02-27', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0544484126', 'primary_isbn13': '9780544484122', 'rank': 15, 'list_name': 'Sports', 'display_name': 'Sports and Fitness', 'published_date': '2016-03-13', 'bestsellers_date': '2016-02-27', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAST THIS WAY,,by Dave Asprey,Dave Asprey,,0.00,,Harper Wave,"[{'isbn10': '0062882864', 'isbn13': '9780062882868'}, {'isbn10': '0062882880', 'isbn13': '9780062882882'}]","[{'primary_isbn10': '0062882864', 'primary_isbn13': '9780062882868', 'rank': 9, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2021-02-14', 'bestsellers_date': '2021-01-30', 'weeks_on_list': 2, 'rank_last_week': 5, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0062882864', 'primary_isbn13': '9780062882868', 'rank': 5, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2021-02-07', 'bestsellers_date': '2021-01-23', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
Fast Times at Ridgemont High : A True Story,,,Cameron crowe,,0.00,,,"[{'isbn10': '0671252909', 'isbn13': '9780671252908'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1981/09/13/books/nonfiction-in-brief-009708.html', 'article_chapter_link': None}]"
FAST TRACK,"The Sisterhood, ensconced in North Carolina, gets new employers and a dangerous new assignment.",by Fern Michaels,Fern Michaels,,6.99,,Zebra,[],[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAST TRACK,"A woman sets out to unravel her origin story, not knowing the danger and stark revelations it contains.",by Julie Garwood,Julie Garwood,,0.00,,Signet,"[{'isbn10': '0525954457', 'isbn13': '9780525954453'}, {'isbn10': '045146947X', 'isbn13': '9780451469472'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
Fast-Talking Dames,,,Professor Maria DiBattista,,0.00,,,"[{'isbn10': '0300099037', 'isbn13': '9780300099034'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2001/06/03/books/it-started-with-eve.html', 'article_chapter_link': None}]"
FAST. FEAST. REPEAT,,by Gin Stephens,Gin Stephens,,0.00,,St. Martin's Griffin,"[{'isbn10': '1250757622', 'isbn13': '9781250757623'}, {'isbn10': '1250624487', 'isbn13': '9781250624482'}]","[{'primary_isbn10': '1250757622', 'primary_isbn13': '9781250757623', 'rank': 10, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2020-07-19', 'bestsellers_date': '2020-07-04', 'weeks_on_list': 2, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 1}, {'primary_isbn10': '1250757622', 'primary_isbn13': '9781250757623', 'rank': 4, 'list_name': 'Advice How-To and Miscellaneous', 'display_name': 'Advice, How-To & Miscellaneous', 'published_date': '2020-07-05', 'bestsellers_date': '2020-06-20', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 1}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"FASTER, HIGHER, STRONGER",,by Mark McClusky,Mark McClusky,,0.00,,Hudson Street Press/Penguin,"[{'isbn10': '1594631530', 'isbn13': '9781594631535'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
Faster: The Acceleration of Just About Everything,,,James Gleick,,0.00,,,"[{'isbn10': '067977548X', 'isbn13': '9780679775485'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1999/09/12/books/think-quick.html', 'article_chapter_link': None}]"
"Fasting, Feasting",,,Anita Desai,,0.00,,,"[{'isbn10': '0618065822', 'isbn13': '9780618065820'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2000/01/09/books/let-them-eat-curry.html', 'article_chapter_link': None}]"
Fat Bald Jeff,,,Leslie Stella,,0.00,,,"[{'isbn10': '0802137725', 'isbn13': '9780802137722'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2001/04/01/books/books-in-brief-fiction-512478.html', 'article_chapter_link': None}]"
Fat Camp Commandos Go West,,,Daniel Pinkwater,,0.00,,,"[{'isbn10': '0439297737', 'isbn13': '9780439297738'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2002/06/16/books/children-s-books-428558.html', 'article_chapter_link': None}]"
FAT CHANCE,"A course of action for beating the odds against sugar, processed food, obesity and disease.",by Robert H. Lustig,Robert H Lustig,,0.00,,Hudson Street,"[{'isbn10': '159463100X', 'isbn13': '9781594631009'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"FAT DAD, FAT KID","A father and his preteen son's 30-day fitness quest cements their bonds as they tackle ambitions that include challenging sports, building a fort, Frisbee golf and dirt-biking.",by Shay Butler and Gavin Butler,Shay Butler and Gavin Butler,,0.00,,Atria/Keywords,"[{'isbn10': '1476792313', 'isbn13': '9781476792316'}, {'isbn10': '1476792321', 'isbn13': '9781476792323'}]","[{'primary_isbn10': '1476792313', 'primary_isbn13': '9781476792316', 'rank': 6, 'list_name': 'Family', 'display_name': 'Parenthood and Family', 'published_date': '2016-02-14', 'bestsellers_date': '2016-01-30', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1476792313', 'primary_isbn13': '9781476792316', 'rank': 15, 'list_name': 'Food and Fitness', 'display_name': 'Food and Diet', 'published_date': '2016-02-14', 'bestsellers_date': '2016-01-30', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
FAT GIRL WALKING,,by Brittany Gibbons,Brittany Gibbons,,0.00,,Dey Street/HarperCollins,"[{'isbn10': '0062343033', 'isbn13': '9780062343031'}, {'isbn10': '006234305X', 'isbn13': '9780062343055'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
Fat Girl: A True Story,,,Judith Moore,,0.00,,,"[{'isbn10': '0452285852', 'isbn13': '9780452285859'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2005/03/27/books/review/027STERNL.html', 'article_chapter_link': None}]"
Fat Land: How Americans Became the Fattest People in the World,,,Greg Critser,,0.00,,,"[{'isbn10': '0618380604', 'isbn13': '9780618380602'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2003/01/12/books/you-want-fries-with-that.html', 'article_chapter_link': None}]"
Fat Tuesday,,,R. Wright Campbell,,0.00,,,"[{'isbn10': '0899191584', 'isbn13': '9780899191584'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1983/03/06/books/brothels-spooks-war.html', 'article_chapter_link': None}]"
"Fat, Drunk, & Stupid: The Inside Story Behind the Making of Animal House",,,Matty Simmons,,0.00,,,"[{'isbn10': '0312552262', 'isbn13': '9780312552268'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2012/06/03/books/review/fat-drunk-and-stupid-by-matty-simmons.html', 'article_chapter_link': None}]"
